Year,File Type,File Name,Column Name
,Panel,2021_public_panel_one_year_csv.csv,parent_name
,Panel,2021_public_panel_one_year_csv.csv,topholder_rssd
,Panel,2021_public_panel_one_year_csv.csv,topholder_name
,TS,2021_public_ts_one_year_csv.csv,activity_year
,TS,2021_public_ts_one_year_csv.csv,calendar_quarter
,TS,2021_public_ts_one_year_csv.csv,lei
,TS,2021_public_ts_one_year_csv.csv,tax_id
,TS,2021_public_ts_one_year_csv.csv,agency_code
,TS,2021_public_ts_one_year_csv.csv,respondent_name
,TS,2021_public_ts_one_year_csv.csv,respondent_state
,TS,2021_public_ts_one_year_csv.csv,respondent_city
,TS,2021_public_ts_one_year_csv.csv,respondent_zip_code
,TS,2021_public_ts_one_year_csv.csv,lar_count
,LAR,2019_public_lar_one_year.csv,activity_year
,LAR,2019_public_lar_one_year.csv,lei
,LAR,2019_public_lar_one_year.csv,derived_msa_md
,LAR,2019_public_lar_one_year.csv,state_code
,LAR,2019_public_lar_one_year.csv,county_code
,LAR,2019_public_lar_one_year.csv,census_tract
,LAR,2019_public_lar_one_year.csv,conforming_loan_limit
,LAR,2019_public_lar_one_year.csv,derived_loan_product_type
,LAR,2019_public_lar_one_year.csv,derived_dwelling_category
,LAR,2019_public_lar_one_year.csv,derived_ethnicity
,LAR,2019_public_lar_one_year.csv,derived_race
,LAR,2019_public_lar_one_year.csv,derived_sex
,LAR,2019_public_lar_one_year.csv,action_taken
,LAR,2019_public_lar_one_year.csv,purchaser_type
,LAR,2019_public_lar_one_year.csv,preapproval
,LAR,2019_public_lar_one_year.csv,loan_type
,LAR,2019_public_lar_one_year.csv,loan_purpose
,LAR,2019_public_lar_one_year.csv,lien_status
,LAR,2019_public_lar_one_year.csv,reverse_mortgage
,LAR,2019_public_lar_one_year.csv,open_end_line_of_credit
,LAR,2019_public_lar_one_year.csv,business_or_commercial_purpose
,LAR,2019_public_lar_one_year.csv,loan_amount
,LAR,2019_public_lar_one_year.csv,combined_loan_to_value_ratio
,LAR,2019_public_lar_one_year.csv,interest_rate
,LAR,2019_public_lar_one_year.csv,rate_spread
,LAR,2019_public_lar_one_year.csv,hoepa_status
,LAR,2019_public_lar_one_year.csv,total_loan_costs
,LAR,2019_public_lar_one_year.csv,total_points_and_fees
,LAR,2019_public_lar_one_year.csv,origination_charges
,LAR,2019_public_lar_one_year.csv,discount_points
,LAR,2019_public_lar_one_year.csv,lender_credits
,LAR,2019_public_lar_one_year.csv,loan_term
,LAR,2019_public_lar_one_year.csv,prepayment_penalty_term
,LAR,2019_public_lar_one_year.csv,intro_rate_period
,LAR,2019_public_lar_one_year.csv,negative_amortization
,LAR,2019_public_lar_one_year.csv,interest_only_payment
,LAR,2019_public_lar_one_year.csv,balloon_payment
,LAR,2019_public_lar_one_year.csv,other_nonamortizing_features
,LAR,2019_public_lar_one_year.csv,property_value
,LAR,2019_public_lar_one_year.csv,construction_method
,LAR,2019_public_lar_one_year.csv,occupancy_type
,LAR,2019_public_lar_one_year.csv,manufactured_home_secured_property_type
,LAR,2019_public_lar_one_year.csv,manufactured_home_land_property_interest
,LAR,2019_public_lar_one_year.csv,total_units
,LAR,2019_public_lar_one_year.csv,multifamily_affordable_units
,LAR,2019_public_lar_one_year.csv,income
,LAR,2019_public_lar_one_year.csv,debt_to_income_ratio
