activity_year_x,upper,tax_id,agency_code_x,id_2017,respondent_rssd,respondent_name_x,respondent_state_x,respondent_city_x,assets,other_lender_code,parent_rssd,parent_name,topholder_rssd,topholder_name,activity_year_y,calendar_quarter,lei,agency_code_y,respondent_name_y,respondent_state_y,respondent_city_y,respondent_zip_code,lar_count
2021,875500CPQ9Z7QEFE5G90,83-4428887,7,,-1,"LOANPEOPLE, LLC",TX,Austin,-1,3,-1,,-1,,2021,4,875500CPQ9Z7QEFE5G90,7,LoanPeople LLC,TX,Austin,78731,2623
2021,549300C5STIFBCFMRJ96,45-0323019,3,908450,908450,Kirkwood Bank & Trust Co.,ND,Bismarck,246223,0,1843558,,1843558,KIRKWOOD BANCORPORATION CO.,2021,4,549300C5STIFBCFMRJ96,3,Kirkwood Bank & Trust Co.,ND,Bismarck,58503,365
2021,549300E3X7YDJIUENL65,36-6006909,5,52193,52193,NUMARK CREDIT UNION,IL,Joliet,272114,0,-1,,-1,,2021,4,549300E3X7YDJIUENL65,5,NuMark Credit Union,IL,Joliet,60434,1968
2021,5493001K7B4W8IPMZ254,20-5479066,7,5023554,5023554,First Standard Financial Corp.,CA,Los Angeles,-1,3,-1,,-1,,2021,4,5493001K7B4W8IPMZ254,7,FIRST STANDARD FINANCIAL DBA NEXCAP HOME LOANS,CA,LOS ANGELES,90010,797
2021,549300FTS7TVGFDGUH88,35-1904483,1,2132941,2132941,The National Bank of Indianapolis,IN,Indianapolis,2276074,0,2149622,,2149622,"NATIONAL BANK OF INDIANAPOLIS CORPORATION, THE",2021,4,549300FTS7TVGFDGUH88,1,National Bank of Indianapolis,IN,Indianapolis,46204,500
2021,549300Q50XCC0473FG63,13-1517541,5,464581,464581,QUORUM FEDERAL CREDIT UNION,NY,Harrison,841254,0,-1,,-1,,2021,4,549300Q50XCC0473FG63,5,QUORUM FEDERAL CREDIT UNION,NY,PURCHASE,10577,7538
2021,549300Y4GTNURUFYV328,38-1363063,5,,559674,MICHIGAN COLUMBUS,MI,Livonia,47518,0,-1,,-1,,2021,4,549300Y4GTNURUFYV328,5,MICHIGAN COLUMBUS FEDERAL CRED,MI,LIVONIA,48152-1010,15
2021,549300LO3MP4RAI32X70,75-0164917,3,239659,239659,First Bank,TX,Burkburnett,478725,0,1109544,,1109544,"FIRST BURKBURNETT BANCSHARES, INC.",2021,4,549300LO3MP4RAI32X70,3,FIRST BANK,TX,BURKBURNETT,76354,2552
2021,5493003OSI5CD032EN89,92-0111874,3,571265,571265,Denali State Bank,AK,Fairbanks,295885,0,1989241,,1989241,"DENALI BANCORPORATION, INC.",2021,4,5493003OSI5CD032EN89,3,DENALI STATE BANK,AK,FAIRBANKS,99701,470
2021,549300HH0V8LECLNPQ26,93-0491115,5,725385,725385,ROGUE,OR,Medford,1697279,0,-1,,-1,,2021,4,549300HH0V8LECLNPQ26,5,ROGUE CREDIT UNION,OR,MEDFORD,97501,3735
2021,254900W5FH4XO4DKJB28,52-0799113,3,660927,660927,Harford Bank,MD,Aberdeen,377288,0,-1,,-1,,2021,4,254900W5FH4XO4DKJB28,3,Harford Bank,MD,Aberdeen,21001,112
2021,549300E3QJQLKVB40W93,84-6023137,5,863399,863399,CANVAS CREDIT UNION,CO,Lone Tree,2726665,0,-1,,-1,,2021,4,549300E3QJQLKVB40W93,5,Canvas Credit Union,CO,Englewood,80155,8901
2021,549300QFP6J5QSZVF805,71-0005235,2,453446,453446,Eagle Bank and Trust Company,AR,Little Rock,397795,0,1100046,,1100046,STATE HOLDING COMPANY,2021,4,549300QFP6J5QSZVF805,2,Eagle Bank and Trust Company,AR,Little Rock,72211,6321
2021,549300M3EF1JHLTH5P71,54-0208150,2,188720,188720,The Farmers Bank of Appomattox,VA,Appomattox,235751,0,-1,,-1,,2021,4,549300M3EF1JHLTH5P71,2,The Farmers Bank of Appomattox,VA,Appomattox,24522,94
2021,549300KOAKQX3BEWWT56,20-5913596,7,4877488,4877488,"CLM MORTGAGE, INC",TX,HOUSTON,-1,3,-1,,-1,,2021,4,549300KOAKQX3BEWWT56,7,"CLM Mortgage, Inc",TX,Spring,77380,2527
2021,5493001C1MX62NVN0U50,74-1200165,5,560979,560979,VELOCITY Credit Union,TX,Austin,849083,0,-1,,-1,,2021,4,5493001C1MX62NVN0U50,5,VELOCITY CREDIT UNION,TX,AUSTIN,78759,309
2021,549300VEJ302N3NLKA88,93-0470148,5,876689,876689,CLACKAMAS COMMUNITY,OR,Milwaukie,-1,0,-1,,-1,,2021,4,549300VEJ302N3NLKA88,5,Clackamas Federal Credit Union,OR,Milwaukie,97267,742
2021,549300T4CTNAVBW4WJ06,39-6048473,5,22486,22486,HERITAGE CREDIT UNION,WI,MADISON,389447,0,-1,,-1,,2021,4,549300T4CTNAVBW4WJ06,5,Heritage Credit Union,WI,Deforest,53532,583
2021,2549006ONI6N95VKB649,38-1053740,3,822042,822042,Southern Michigan Bank & Trust,MI,Coldwater,806619,0,1207824,,1207824,"SOUTHERN MICHIGAN BANCORP, INC.",2021,4,2549006ONI6N95VKB649,3,SOUTHERN MICHIGAN BANK & TRUST,MI,COLDWATER,49036,571
2021,549300C70VBQUGXHPR07,39-0487540,3,259442,259442,Mound City Bank,WI,Platteville,383984,0,2510428,,2510428,"MOUND CITY FINANCIAL SERVICES, INC.",2021,4,549300C70VBQUGXHPR07,3,Mound City Bank,WI,Platteville,53818,491
2021,254900VFBH9LZYIPIG73,23-2983299,7,2499907,2499907,AgChoice Farm Credit ACA,PA,Mechanicsburg,-1,3,-1,,-1,,2021,4,254900VFBH9LZYIPIG73,7,AgChoice Farm Credit ACA,PA,Mechanicsburg,17050-1889,314
2021,549300VWTT8C7CZNY023,73-0345910,3,648251,648251,McClain Bank,OK,Purcell,231232,0,1060485,,1060485,"MCCLAIN COUNTY BANCORPORATION, INC.",2021,4,549300VWTT8C7CZNY023,3,MCCLAIN BANK,OK,PURCELL,73080,333
2021,549300IIUZTJI9AHIA30,52-0451670,3,,169327,"Provident State Bank, Inc.",MD,Preston,-1,3,2496269,,-1,,2021,4,549300IIUZTJI9AHIA30,3,"Provident State Bank, Inc",MD,Preston,21655,256
2021,254900HOFPDQTQTMI243,39-0931830,5,784690,784690,Taylor Credit Union,WI,Medford,60068,0,-1,,-1,,2021,4,254900HOFPDQTQTMI243,5,Taylor Credit Union,WI,Medford,54451,68
2021,549300MUEGVFZ2155D91,72-0395682,5,48570,48570,GREATER NEW ORLEANS,LA,Metairie,124917,0,-1,,-1,,2021,4,549300MUEGVFZ2155D91,5,Greater New Orleans FCU,LA,Metairie,70006-0000,78
2021,549300YPSRX7HBRJSR08,94-0335800,5,40190,40190,1ST UNITED SERVICES CREDIT UNION,CA,Pleasanton,1121695,0,-1,,-1,,2021,4,549300YPSRX7HBRJSR08,5,1st United Credit Union,CA,Pleasanton,94588,863
2021,5493007EGI95MEVJ2178,38-1305916,5,267090,267090,MICHIGAN EDUCATIONAL,MI,Plymouth,-1,0,-1,,-1,,2021,4,5493007EGI95MEVJ2178,5,Michigan Educational Credit Union,MI,Plymouth,48170,549
2021,549300YHEI1EIYO6OO67,24-0622580,3,732918,732918,Jersey Shore State Bank,PA,Williamsport,1231268,0,1117688,,1117688,"PENNS WOODS BANCORP, INC.",2021,4,549300YHEI1EIYO6OO67,3,JERSEY SHORE STATE BANK,PA,WILLIAMSPORT,17701,2083
2021,54930083FPG64S0CPC15,86-0049558,5,112592,112592,PYRAMID,AZ,Tucson,170359,0,-1,,-1,,2021,4,54930083FPG64S0CPC15,5,Pyramid Federal Credit Union,AZ,Tucson,85732,193
2021,254900R21YNPTNWW1L44,64-0310432,5,25571,25571,Gulf Coast Community Federal Credit Union,MS,Gulfport,101900,0,-1,,-1,,2021,4,254900R21YNPTNWW1L44,5,GULF COAST COMMUNITY FEDERAL CREDIT UNION,MS,GULFPORT,39503,119
2021,QGPGHQ1ENZOOLJRFTH41,55-0143590,9,645625,645625,"WesBanco Bank, Inc.",WV,Wheeling,15674361,0,1070448,,1070448,"WESBANCO, INC.",2021,4,QGPGHQ1ENZOOLJRFTH41,9,"WESBANCO BANK, INC.",WV,WHEELING,26003,9662
2021,549300FWYXJ79KO49290,34-6541032,5,632791,632791,UNIFY FINANCIAL Credit Union,CA,Torrance,3052781,0,-1,,-1,,2021,4,549300FWYXJ79KO49290,5,UNIFY FINANCIAL FEDERAL CREDIT UNION,CA,MANHATTAN BEACH,90267-7518,1805
2021,549300GY97XGRF7XZO52,75-0992590,5,244792,244792,TEXANS,TX,Richardson,1606023,0,-1,,-1,,2021,4,549300GY97XGRF7XZO52,5,TEXANS CREDIT UNION,TX,RICHARDSON,75081,1699
2021,549300M2HFFTNLBO7R56,73-0564572,5,535593,535593,TRUE SKY,OK,Oklahoma City,645797,0,-1,,-1,,2021,4,549300M2HFFTNLBO7R56,5,TRUE SKY CREDIT UNION,OK,OKLAHOMA CITY,73126,962
2021,5493006YSC5JOGNPMH78,95-1585409,5,673691,673691,SOUTHLAND CREDIT UNION,CA,Los Alamitos,820085,0,-1,,-1,,2021,4,5493006YSC5JOGNPMH78,5,SOUTHLAND CREDIT UNIOM,CA,LOS ALAMITOS,90815,402
2021,549300NB6LOZ96BDSU42,84-1347792,7,4438991,4438991,THE MORTGAGE COMPANY,CO,CENTENNIAL,-1,3,-1,,-1,,2021,4,549300NB6LOZ96BDSU42,7,THE MORTGAGE COMPANY,CO,CENTENNIAL,80112,1262
2021,549300T0NMTRA1FGK873,04-1050590,3,173575,173575,The Village Bank,MA,Auburndale,1287919,0,-1,,-1,,2021,4,549300T0NMTRA1FGK873,3,The Village Bank,MA,Newton,02464,453
2021,549300JCW11CIGH8GJ60,61-0156616,1,410917,410917,The Citizens National Bank of Somerset,KY,Somerset,445149,0,1070484,,1070484,"CITIZENS BANCSHARES, INC.",2021,4,549300JCW11CIGH8GJ60,1,The Citizens National Bank of Somerset,KY,Somerset,42502-0760,612
2021,54930004Z0FN1LYUET14,35-0564480,3,38740,38740,Owen County State Bank,IN,Spencer,232449,0,1207954,,1207954,OWEN FINANCIAL CORPORATION,2021,4,54930004Z0FN1LYUET14,3,Owen County State Bank,IN,Spencer,47460,523
2021,54930001NSTOD85LT125,81-5294275,7,81-5294275,-1,"GUARANTEED RATE AFFINITY, LLC",DE,WILMINGTON,-1,3,-1,,-1,,2021,4,54930001NSTOD85LT125,7,"GUARANTEED RATE AFFINITY, LLC",IL,CHICAGO,60613,56286
2021,549300YOGGZET04TZM44,13-3234580,1,762773,762773,Abacus Federal Savings Bank,NY,New York,353374,0,-1,,-1,,2021,4,549300YOGGZET04TZM44,1,ABACUS FEDERAL SAVINGS BANK,NY,NEW YORK,10013,245
2021,213800M6RMI3YBX62W88,46-0429381,1,3862423,3862423,"CORTRUST MORTGAGE, INC.",SD,SIOUX FALLS,-1,1,61355,,1125740,HOPKINS FINANCIAL CORPORATION,2021,4,213800M6RMI3YBX62W88,1,"CORTRUST MORTGAGE, INC.",SD,SIOUX FALLS,57105,2394
2021,5493003KK3OFPYXHCI44,38-0893210,5,154378,154378,LAFCU,MI,Lansing,746967,0,-1,,-1,,2021,4,5493003KK3OFPYXHCI44,5,LAFCU,MI,LANSING,48917,505
2021,5493001BNJ1T5ZW02635,48-0343180,3,680354,680354,Bank of Blue Valley,KS,Overland Park,1314529,0,1206546,,1206546,"HEARTLAND FINANCIAL USA, INC.",2021,4,5493001BNJ1T5ZW02635,3,BANK OF BLUE VALLEY,KS,OVERLAND PARK,66213,195
2021,549300OZ550X4QD5PC74,39-6072970,5,961295,961295,Royal Credit Union,WI,Eau Claire,2837926,0,-1,,-1,,2021,4,549300OZ550X4QD5PC74,5,ROYAL CREDIT UNION,WI,EAU CLAIRE,54702,8555
2021,549300JQALY53TH22D13,26-3894079,9,,-1,"JONES LANG LASALLE MULTIFAMILY, LLC",DE,WILMINGTON,-1,3,-1,,-1,,2021,4,549300JQALY53TH22D13,9,"JLL Real Estate Capital, LLC",MN,St. Paul,55116,262
2021,54930031L785BSBDTE46,35-0683650,3,308340,308340,Bath State Bank,IN,Franklin,165989,0,1249329,,5473449,BATH STATE BANCORP EMPLOYEE STOCK OWNERSHIP PLAN WITH 401(K) PROVISIONS,2021,4,54930031L785BSBDTE46,3,Bath State Bank,IN,Bath,47010,222
2021,549300BX448ALT10FI43,43-1883419,1,,2806877,The Federal Savings Bank,IL,Chicago,604528,0,4267463,,4267463,"NATIONAL BANCORP HOLDINGS, INC.",2021,4,549300BX448ALT10FI43,1,The Federal savings Bank,IL,Chicago,60639,60608
2021,5493001YU4TTE8QEL245,48-0726234,3,987651,987651,Garden Plain State Bank,KS,Wichita,99430,0,1139756,,1139756,"GARDEN PLAIN BANCSHARES, INC.",2021,4,5493001YU4TTE8QEL245,3,Garden Plain State Bank,KS,Wichita,67275,199
2021,2549007WBD70RLDH1669,52-0905189,5,778587,778587,FIRST PEOPLES COMMUNITY FEDERAL CREDIT UNION,MD,CUMBERLAND,448076,0,-1,,-1,,2021,4,2549007WBD70RLDH1669,5,FIRST PEOPLES CFCU,MD,CUMBERLAND,21502-0000,699
2021,5493001B4TX233UP4J06,05-0252335,5,222893,222893,Rhode Island Credit Union,RI,Providence,283120,0,-1,,-1,,2021,4,5493001B4TX233UP4J06,5,Rhode Island Credit Union,RI,Providence,02903,727
2021,254900N49YI2HHKDPS92,91-0576399,5,542096,542096,iQ Credit Union,WA,Vancouver,1217729,0,-1,,-1,,2021,4,254900N49YI2HHKDPS92,5,iQ Credit Union,WA,Vancouver,98660,2871
2021,254900IZF27X7A3Q7I15,62-6040210,5,442495,442495,Old Hickory Credit Union,TN,Old Hickory,233618,0,-1,,-1,,2021,4,254900IZF27X7A3Q7I15,5,OLD HICKORY CREDIT UNION,TN,NASHVILLE,37214,239
2021,549300B3J2ZHX7QFH171,04-3414678,3,161273,161273,"North Shore Bank, a Co-operative Bank",MA,Peabody,1386709,0,2621182,,2621182,NORTH SHORE BANCORP,2021,4,549300B3J2ZHX7QFH171,3,NORTH SHORE BANK A CO-OPERATIVE BANK,MA,PEABODY,01960,830
2021,549300XFNTNQLLW0HY87,64-0134521,1,69333,69333,The Citizens National Bank of Meridian,MS,Meridian,1421227,0,3186576,,3186576,CITIZENS NATIONAL BANC CORP.,2021,4,549300XFNTNQLLW0HY87,1,Citizens National Bank of Meridian,MS,Meridian,39302,648
2021,VUAW1MW1BHNL595RH698,39-0280840,1,956255,956255,The First National Bank of River Falls,WI,River Falls,276881,0,2577159,,2577159,"FIRST NATIONAL BANCORP OF RIVER FALLS, INC.",2021,4,VUAW1MW1BHNL595RH698,1,The First National Bank of River Falls,WI,River Falls,54022,302
2021,549300IJO7NO6VDZPD35,52-2350821,7,,-1,"THE MORTGAGE LINK, INC.",MD,ROCKVILLE,-1,3,-1,,-1,,2021,4,549300IJO7NO6VDZPD35,7,"The Mortgage Link, Inc.",MD,Rockville,20850,973
2021,549300K7224BC1IAX207,59-6194363,5,101381,101381,MIDFLORIDA,FL,Lakeland,4422010,0,-1,,-1,,2021,4,549300K7224BC1IAX207,5,MIDFLORIDA CREDIT UNION,FL,LAKELAND,33801,12871
2021,549300GBMYUTNLY00W24,71-0325029,5,578282,578282,SUCCESS Federal Credit Union,AR,Blytheville,129709,0,-1,,-1,,2021,4,549300GBMYUTNLY00W24,5,SUCCESS CREDIT UNION,AR,Blytheville,72316-0467,147
2021,254900YE6JQ826RUVB14,35-1074550,5,1001880,1001880,Regional Federal Credit Union,IN,Hammond,138403,0,-1,,-1,,2021,4,254900YE6JQ826RUVB14,5,REGIONAL fcu,IN,Hammond,46323-2225,108
2021,549300CRSE0TY73U6X46,62-1160688,2,1097267,1097267,"BARTLETT MORTGAGE, INC.",TN,BARTLETT,-1,1,225559,,1097249,"WEST TENNESSEE BANCSHARES, INC.",2021,4,549300CRSE0TY73U6X46,2,Bartlett Mortgage Inc.,TN,Bartlett,38134,1122
2021,549300JGK6WNKYXQ0821,58-0146810,5,1015793,1015793,ATLANTA POSTAL,GA,Atlanta,2165396,0,-1,,-1,,2021,4,549300JGK6WNKYXQ0821,5,Atlanta Postal Credit Union,GA,Atlanta,30380,1012
2021,5493007B1GAUZGYHPR07,85-0105773,5,763976,763976,NUSENDA,NM,Albuquerque,2453424,0,-1,,-1,,2021,4,5493007B1GAUZGYHPR07,5,NUSENDA FEDERAL CREDIT UNION,NM,ALBUQUERQUE,87107,3712
2021,254900YEG6LSF1BFA422,04-1980523,1,822275,822275,"Winter Hill Bank, FSB",MA,Somerville,368768,0,-1,,-1,,2021,4,254900YEG6LSF1BFA422,1,WINTER HILL BANK,MA,SOMERVILLE,02145,275
2021,549300JRDGV1559XM376,20-2928975,7,3877089,3877089,"CASTLE & COOKE MORTGAGE, LLC",DE,WILMINGTON,-1,3,-1,,-1,,2021,4,549300JRDGV1559XM376,7,"CASTLE & COOKE MORTGAGE, LLC",UT,DRAPER,84020,9935
2021,2549001E11O22GGBEL86,37-1239418,3,1222948,1222948,Prairie State Bank and Trust,IL,Springfield,684678,0,1095414,,1095414,"AMERICAN CENTRAL BANCORPORATION, INC.",2021,4,2549001E11O22GGBEL86,3,Prairie State Bank and Trust,IL,Springfield,62704,1078
2021,2549009GERLEDM651T51,41-0592730,3,208057,208057,Vermillion State Bank,MN,Vermillion,597824,0,1128581,,1128581,"VERMILLION BANCSHARES, INC.",2021,4,2549009GERLEDM651T51,3,Vermillion State Bank,MN,Vermillion,55085,389
2021,549300BB4LSE4JRRGV15,45-0117790,3,826956,826956,Choice Financial Group,ND,Fargo,2379086,0,1125030,,1125030,"CHOICE FINANCIAL HOLDINGS, INC.",2021,4,549300BB4LSE4JRRGV15,3,Choice Financial Group,ND,Fargo,58104,848
2021,254900P4A09O6AABF892,63-0074813,3,66275,66275,First Southern Bank,AL,Florence,276719,0,2313704,,5141195,"FSB, LLC",2021,4,254900P4A09O6AABF892,3,First Southern Bank,AL,Florence,35630,156
2021,549300CN9XK83EUACJ34,59-0489540,3,327435,327435,United Southern Bank,FL,Umatilla,549994,0,1141601,,1141601,"UNISOUTH, INC.",2021,4,549300CN9XK83EUACJ34,3,United Southern Bank,FL,Umatilla,32784,205
2021,549300A6T9G3QXH9KZ27,35-0303207,3,372640,372640,Farmers and Merchants Bank,IN,Fort Wayne,158635,0,1135196,FM FINCORP,1135196,FM FINCORP,2021,4,549300A6T9G3QXH9KZ27,3,Farmers and Merchants Bank,IN,LaOtto,46763-0158,119
2021,549300XCP8KCUTKGF379,59-0248325,5,916398,916398,121 FINANCIAL,FL,Jacksonville,541950,0,-1,,-1,,2021,4,549300XCP8KCUTKGF379,5,121 FINANCIAL CREDIT UNION,FL,JACKSONVILLE,32204,387
2021,2549003WYFPGUVPTRK86,39-1701359,3,1872996,1872996,Monona Bank,WI,Monona,960931,0,1889967,,1889967,"MONONA BANKSHARES, INC.",2021,4,2549003WYFPGUVPTRK86,3,MONONA BANK,WI,MONONA,53716,1055
2021,549300HQ25HXXXOWJ140,75-1152746,5,457882,457882,KELLY COMMUNITY FEDERAL CREDIT UNION,TX,Tyler,108688,0,-1,,-1,,2021,4,549300HQ25HXXXOWJ140,5,KELLY COMMUNITY FCU,TX,TYLER,75703,137
2021,549300BJ4VS64HEPMV23,47-6024482,5,798491,798491,MUTUAL FIRST,NE,Omaha,97005,0,-1,,-1,,2021,4,549300BJ4VS64HEPMV23,5,MUTUAL FIRST FEDERAL CREDIT UNION,NE,OMAHA,68137,184
2021,21380055IMHX3N5UL146,48-0459210,3,1005552,1005552,VALLEY STATE BANK,KS,BELLE PLAINE,137633,0,1472060,,1472060,MORLEY BANCSHARES CORPORATION,2021,4,21380055IMHX3N5UL146,3,The Valley State Bank,KS,Belle Plaine,67013,110
2021,VNOO6EITDJ2YUEBMSZ83,44-0194180,9,936855,936855,"UMB Bank, National Association",MO,Kansas City,26357635,0,1049828,,1049828,UMB FINANCIAL CORPORATION,2021,4,VNOO6EITDJ2YUEBMSZ83,9,UMB BANK NA,MO,KANSAS CITY,64106,4645
2021,25490072C0PMGDUJQU77,42-0287760,2,724744,724744,GNB Bank,IA,Grundy Center,549831,0,1205950,,1205950,GNB BANCORPORATION,2021,4,25490072C0PMGDUJQU77,2,GNB Bank,IA,Grundy Center,50638,349
2021,5493000OIGWIS24A1547,84-0849361,7,2213046,2213046,UNIVERSAL LENDING CORPORATION,CO,Littleton,-1,3,-1,,-1,,2021,4,5493000OIGWIS24A1547,7,UNIVERSAL LENDING CORPORATION,CO,DENVER,80224,6964
2021,54930036K3ZFJ4FOKT69,59-0690965,5,99189,99189,VYSTAR,FL,Jacksonville,9117164,0,-1,,-1,,2021,4,54930036K3ZFJ4FOKT69,5,VyStar Credit Union,FL,Jacksonville,32202,15792
2021,549300HINJH60UG3KG47,45-3508295,7,4533681,4533681,BERKELEY POINT CAPITAL LLC,DE,WILMINGTON,-1,3,-1,,-1,,2021,4,549300HINJH60UG3KG47,7,Berkeley Point Capital LLC,MA,Boston,02110,238
2021,549300D4L76B477GHY32,59-2237280,3,663834,663834,Ocean Bank,FL,Miami,4314163,0,1136661,,1136661,"OCEAN BANKSHARES, INC.",2021,4,549300D4L76B477GHY32,3,Ocean Bank,FL,Miami,33126,122
2021,549300KEN9618A3NSC95,59-0626681,5,49072,49072,TRAX Federal Credit Union,FL,Tampa,355619,-1,-1,,-1,,2021,4,549300KEN9618A3NSC95,5,TRAX FCU,FL,Tampa,33619,110
2021,549300KV83NH6PNL5E48,04-3305700,1,892205,892205,Westfield Bank,MA,Westfield,2179440,0,3866382,,3866382,"WESTERN NEW ENGLAND BANCORP, INC.",2021,4,549300KV83NH6PNL5E48,1,Westfield Bank,MA,WESTFIELD,01085,1018
2021,5493008JECR4UE0WVR04,93-1296762,7,4188081,4188081,"MORTGAGE EXPRESS, LLC",OR,PORTLAND,-1,3,-1,,-1,,2021,4,5493008JECR4UE0WVR04,7,MORTGAGE EXPRESS,OR,PORTLAND,97223,4451
2021,549300YLIY5SO2XSK094,11-1241830,3,859712,859712,Ridgewood Savings Bank,NY,Ridgewood,5814080,0,-1,,-1,,2021,4,549300YLIY5SO2XSK094,3,RIDGEWOOD SAVINGS BANK,NY,RIDGEWOOD,11385,998
2021,549300BMHSUCH6UGU556,85-0036360,3,622653,622653,Farmers & Stockmens Bank,NM,Clayton,223079,0,3640425,,3640425,"CENTRAL BANCORP, INC.",2021,4,549300BMHSUCH6UGU556,3,Farmers & Stockmens Bank,CO,Colorado Springs,80903,651
2021,254900REMJXT9T25JI51,74-0962185,1,198961,198961,First National Bank of Bosque County,TX,Valley Mills,119434,0,1104110,,1104110,VALLEY MILLS FINANCIAL CORPORATION,2021,4,254900REMJXT9T25JI51,1,First National Bank of Bosque County,TX,Valley Mills,76689,78
2021,549300O0BQZ8YGYRA730,72-0593448,3,597452,597452,American Bank & Trust Company,LA,Covington,189318,0,1104615,,1104615,"AMERICAN BANCSHARES, INC.",2021,4,549300O0BQZ8YGYRA730,3,"American Bank & Trust Company, Inc.",LA,Hammond,70403,193
2021,549300DO51DW0RG07O39,23-6257323,5,315478,315478,BENCHMARK Federal Credit Union,PA,West Chester,219649,0,-1,,-1,,2021,4,549300DO51DW0RG07O39,5,BENCHMARK FCU,PA,WEST CHESTER,19380,194
2021,549300BG31WZXGJRH472,74-0780455,1,497954,497954,Texas National Bank,TX,Mercedes,330035,0,3305434,,3305434,"MNB VENTURES, INC.",2021,4,549300BG31WZXGJRH472,1,Texas National Bank,TX,Edinburg,78539,245
2021,254900JSR03JVTTZ6039,25-1024575,5,208682,208682,United Community Federal Credit Union,PA,West Mifflin,98982,0,-1,,-1,,2021,4,254900JSR03JVTTZ6039,5,United Community FCU,PA,West Mifflin,15122,75
2021,549300VKT6APHQW3YT06,51-0415301,5,3914395,3914395,"CREDIT UNION FINANCIAL SERVICES, LLC",GA,Suwanee,-1,1,-1,,-1,,2021,4,549300VKT6APHQW3YT06,5,CREDIT UNION FINANCIAL SERVICES LLC,GA,COVINGTON,30014,659
2021,549300BCHY7VFHESOE22,22-3188285,7,3874127,3874127,"GREENTREE MORTGAGE COMPANY, L.P.",DE,WILMINGTON,-1,3,-1,,-1,,2021,4,549300BCHY7VFHESOE22,7,"Greentree Mortgage Company, L.P.",NJ,Gibbsboro,08026,6620
2021,549300T2FOBK6WY4B349,03-0184742,5,177797,177797,NORTH COUNTRY,VT,South Burlington,656233,0,-1,,-1,,2021,4,549300T2FOBK6WY4B349,5,NorthCountry Federal Credit Union,VT,Burlington,05406,1371
2021,5493002Q5MB21VG7B390,36-2533919,3,671334,671334,Republic Bank of Chicago,IL,Oak Brook,2016395,0,1201194,,1201194,REPUBLIC BANCORP CO.,2021,4,5493002Q5MB21VG7B390,3,Republic Bank of Chicago,IL,"Oak Brook, Illinois",60523,240
2021,25490011JA7PP73YY190,92-0032589,3,542667,542667,Mt. McKinley Bank,AK,Fairbanks,467386,0,-1,,-1,,2021,4,25490011JA7PP73YY190,3,MT MCKINLEY BANK,AK,FAIRBANKS,99707,387
2021,549300SOZES6XPZ50475,20-8922476,3,3548567,3548567,The Bank of San Antonio,TX,San Antonio,761475,0,3593286,"SOUTHWEST BANCSHARES, INC.",3593286,"SOUTHWEST BANCSHARES, INC.",2021,4,549300SOZES6XPZ50475,3,Texas Partners Bank,TX,San Antonio,78213,463
2021,YWC0TIKBQM2JV8L4IV08,80-0513856,9,4114567,4114567,First Republic Bank,CA,San Francisco,116263634,0,-1,,-1,,2021,4,YWC0TIKBQM2JV8L4IV08,9,FIRST REPUBLIC BANK,CA,SAN FRANCISCO,94111,35958
2021,549300QKL5FUBZ8LSF50,20-8544905,7,3896101,3896101,"NATIONS DIRECT MORTGAGE, LLC",CA,Sacramento,-1,3,-1,,-1,,2021,4,549300QKL5FUBZ8LSF50,7,"Nations Direct Mortgage, LLC",CA,Santa Ana,92707,13988
2021,254900XPILOY1LB5CK32,63-1005978,7,3914229,3914229,Hamilton Mortgage Corporation,AL,Birmingham,-1,3,-1,,-1,,2021,4,254900XPILOY1LB5CK32,7,HAMILTON MORTGAGE CORPORATION,AL,BIRMINGHAM,35209,1261
2021,549300GTJL0LGX444G33,04-3128200,7,4184337,4184337,"DREW MORTGAGE ASSOCIATES, INC.",MA,BOSTON,-1,3,-1,,-1,,2021,4,549300GTJL0LGX444G33,7,"Drew Mortgage Associates, Inc.",MA,Shrewsbury,01545,989
2021,549300I8I7EBXHMYYW54,23-1343878,5,,1017171,RIVERFRONT,PA,Reading,189343,0,-1,,-1,,2021,4,549300I8I7EBXHMYYW54,5,Riverfront FCU,PA,Reading,19602,99
2021,5493002W52M3SYLFEX32,54-1690128,7,,4438281,GREYSTONE FUNDING COMPANY LLC,DE,WILMINGTON,-1,3,-1,,-1,,2021,4,5493002W52M3SYLFEX32,7,Greystone Funding Corporation,TN,Memphis,38120,13
2021,549300BSREUOP0WE2207,52-0792362,1,411473,411473,"SEVERN SAVINGS BANK, FSB DBA SEVERN BANK",MD,Annapolis,823555,0,3831465,,3831465,"SEVERN BANCORP, INC.",2021,4,549300BSREUOP0WE2207,1,SEVERN  BANK,MD,ANNAPOLIS,21401,1243
2021,254900MKY47WU65N1J56,91-0260220,3,294779,294779,Timberland Bank,WA,Hoquiam,1268014,0,2621548,,2621548,"TIMBERLAND BANCORP, INC.",2021,4,254900MKY47WU65N1J56,3,Timberland Bank,WA,Hoquiam,98550,938
2021,549300XOWUPV4E45EE89,37-0269850,3,856346,856346,Farmers State Bank of Alto Pass,IL,Harrisburg,238855,0,2321398,,2321398,FARMERS STATE HOLDING CORP.,2021,4,549300XOWUPV4E45EE89,3,Farmers State Bank of Alto Pass,IL,Harrisburg,62946,439
