idrssd,year,bank_name,assets_c,tier1_capital_c,total_loans_c
945053,2021,RCB Bank,3650232,289342,12367
945071,2021,San Luis Valley Federal Bank,332596,49786,196
945950,2021,Grand Marais State Bank,118047,7435,353
946274,2021,Bedford Federal Savings Bank,157478,17392,3311
946461,2021,FIRST BANK OF MULESHOE,106951,14432,0
946555,2021,Llano National Bank,229718,26290,0
947525,2021,MARION CENTER BANK,355298,25406,0
947749,2021,The North Salem State Bank,483424,37080,0
947776,2021,Charles River Bank,289492,21702,791
948036,2021,Farmers-Merchants Bank of Illinois,258204,24456,83436
948250,2021,Peoples Bank www.peoplesbk.com,238917,23342,0
948278,2021,Wrentham Co-operative Bank,135924,16894,0
948531,2021,Bank of Newington,157280,13328,0
948643,2021,Ossian State Bank,129498,12020,0
949154,2021,Texas Bank And Trust Company,3282903,340377,586
949453,2021,First Security Bank - Hendricks,41763,4370,0
950141,2021,Mid-Missouri Bank,783899,65300,8541
950178,2021,First Federal Bank Of Kansas City,794480,121655,69788
950356,2021,Security State Bank Of Hibbing,171537,15053,0
950758,2021,Security Bank USA,189051,16788,1028
951102,2021,Monson Savings Bank,509173,44936,0
952172,2021,Everett Co-operative Bank,587624,73314,441
952257,2021,THE STATE BANK OF WYNNEWOOD,95665,14333,0
952677,2021,ESSA Bank & Trust,1862897,175397,623
952846,2021,BANK fka Iowa State Bank,104366,13666,0
953535,2021,Fortress Bank,528214,42118,19938
953843,2021,PONY EXPRESS BANK,222351,19220,0
953852,2021,The YNB,215526,20498,0
954158,2021,FARMERS AND MERCHANTS BANK OF NORTH DAKOTA,115426,10912,0
954251,2021,Citizens Bank of Eldon,180769,21024,0
954279,2021,StonehamBank A Co-Operative Bank,658393,65168,4586
954653,2021,CITIZENS STATE BANK OF LULING,71986,11099,0
954671,2021,First Southern Bank,225021,23495,0
955548,2021,SENB Bank,358302,29638,620
955753,2021,River Falls State Bank,118203,13794,0
955940,2021,OBannon Banking Company,244173,20925,0
955959,2021,SECURITY STATE BANK,409174,41318,378
955977,2021,BANK 34,440969,42337,0
956134,2021,Lasalle State Bank,157318,14541,0
956152,2021,Independent Farmers Bank,142600,12094,0
956255,2021,First National Bank of River Falls,317983,31928,2706
956358,2021,Security Bank Of The Ozarks,118072,8641,0
956376,2021,"Bank of Easton, A Cooperative Bank",182460,18813,0
956527,2021,INDEPENDENCE BANK,185270,24637,0
956554,2021,The Bank of Grain Valley,100991,20776,0
956750,2021,Rio Bank,667998,60425,0
956938,2021,PriorityOne Bank,789355,78861,12460
956956,2021,Farmers State Bank of Calhan,336634,30764,0
957757,2021,Community Bank And Trust,374782,28694,673
958204,2021,First County Bank,1967409,172991,0
958231,2021,Community Bank of Easton,43018,8404,0
958558,2021,The Stock Exchange Bank,265902,41282,0
958727,2021,American National Bank & Trust Company,3033781,252748,15591
958763,2021,Normangee State Bank,134251,20256,0
959304,2021,Flushing Bank,7977360,733010,0
959443,2021,CITIZENS DEPOSIT BANK OF ARLINGTON,273827,38094,0
959630,2021,Bank of Lumber City,25634,3902,0
959715,2021,ATLANTIC COMMUNITY BANKERS BANK,824833,107704,0
960047,2021,Bank of Calhoun County,74827,6798,0
960551,2021,Prairie Sun Bank,65268,5131,0
960560,2021,The Oakwood Bank,638954,54634,0
960935,2021,Queensborough National Bank & Trust Co.,1666019,135872,47754
961259,2021,The Citizens Bank,772240,70360,401
961343,2021,The Shelby State Bank,332749,24116,682
961400,2021,ESSEX SAVINGS BANK,485522,43082,0
961446,2021,Bay Port State Bank,122896,9188,0
961576,2021,"El Dorado Savings Bank, F.S.B.",2512874,253909,0
961624,2021,"Dollar Bank, A Federal Savings Bank",9926432,1145720,3909
961811,2021,"First State Bank of the Southeast, Inc.",360470,32684,129
962313,2021,The Citizens Bank,195490,11951,0
962890,2021,Citizens Community Federal N.A.,1648971,157081,3075
962966,2021,Golden Pacific Bank,149671,14768,0
963002,2021,Bay State Savings Bank,469139,41003,431
963730,2021,Union National Bank,426302,40599,0
963945,2021,Merchants Bank Of Indiana,9410173,781221,3325638
963954,2021,The Merchants And Farmers Bank Of Salisbury,113606,9069,0
964157,2021,Valuebank Texas,270121,28594,0
964250,2021,Citizens Bank & Trust,107268,11639,0
964700,2021,BOSTON PRIVATE BANK & TRUST COMPANY,10016735,788375,17421
965051,2021,First State Bank,76336,8675,0
965789,2021,Susser Bank DBA Affiliated Bank,1250922,118155,34156
966272,2021,First Fsb Of Mascoutah,128180,14690,0
966722,2021,Kingston National Bank,421847,33680,0
966731,2021,First National Bank,264434,26929,0
966973,2021,West Plains Savings And Loan Association,85720,18647,0
967046,2021,First State Bank Of Middlebury,680962,75892,1346
967952,2021,West Plains Bank,129925,17859,0
968070,2021,Capitol Federal Savings Bank,9626153,1167799,3
968155,2021,"First National Bank, Cortez",117223,12494,0
968249,2021,Peoples Bank,373670,29944,0
968744,2021,First Choice Bank,364006,42065,0
969059,2021,First Security Bank - West,71769,8387,0
969255,2021,Guaranty Bank & Trust Co. of Delhi,318116,25544,2239
969639,2021,"FNB Bank, Incorporated",238348,21618,0
969844,2021,Guthrie County State Bank,162088,15497,0
969956,2021,ZAVALA COUNTY BANK,80014,9124,0
970055,2021,FIRST BANK ELK RIVER,361412,30199,699
971070,2021,"Dalhart Federal Savings   Loan Association, SSB",117819,13741,0
971379,2021,"Hertford Savings Bank, Ssb",15069,2111,0
971959,2021,American Bank Center,1881577,156145,11251
972143,2021,Westside State Bank,133825,10814,0
972406,2021,Boston Trust Walden,49056,17246,0
972648,2021,PLANTERS BANK & TRUST COMPANY,1240380,112185,0
972732,2021,First National Bank Of Pulaski,1036575,102593,6959
972750,2021,Conway Bank,103345,7791,0
972769,2021,GBC International Bank,706055,70243,0
972862,2021,Plains State Bank,689219,69284,0
973252,2021,Swedish-American State Bank,44017,5568,0
974558,2021,First National Bank and Trust Company of Bottineau,151469,18417,0
974754,2021,Community Bank Of Louisiana,644810,52501,0
975153,2021,Unico Bank,377187,27997,0
975256,2021,Delta Bank,386966,31278,0
975452,2021,First National Bank of Gilbert,66193,3814,0
975555,2021,First National Bank - Jasper,270317,36287,0
975751,2021,Cibc National Trust Company,305349,92147,0
975854,2021,GLENWOOD STATE BANK,395789,33609,0
976226,2021,"Fauquier Bank, The",866359,72914,375
976534,2021,Bank Of Farmington,199377,21174,0
976552,2021,Core Bank,707161,59551,26218
976703,2021,"BESSEMER TRUST COMPANY, N.A.",2866024,222403,0
976954,2021,FARMERS STATE BANK,16100,1918,0
977045,2021,RIVERSIDE BANK,61327,5503,4298
977250,2021,Midwest Independent BankersBank,285304,39357,0
977616,2021,THE NATIONAL BANK OF MALVERN,174003,24213,0
977652,2021,Johnson City Bank,143663,14986,0
977951,2021,Border Bank,845556,70713,1877
978118,2021,First Citizens Community Bank,1889015,160480,14640
978417,2021,First City Bank,70714,8695,0
978622,2021,Mars Bank,464280,38024,0
979133,2021,Flanagan State Bank,229320,24511,24483
979151,2021,Auburn State Bank,208914,33391,0
979357,2021,Kahoka State Bank,59823,5576,0
979375,2021,"Sterling Bank and Trust, F.S.B.",3903167,363224,22664
979629,2021,First National Bank,859792,66716,4249
979759,2021,"KARNES COUNTY NATIONAL BANK OF KARNES CITY, THE",407867,47042,0
980438,2021,FIRST STATE BANK OF FORREST,243220,19953,0
980531,2021,JD Bank,1284031,101015,919
980661,2021,First Hawaiian Bank,22662246,1699485,11579
980773,2021,Eaton Federal Savings Bank,426307,57951,4141
980951,2021,Woodlands National Bank,296132,27326,827
980960,2021,Benchmark Bank,940340,71329,0
981275,2021,Premier Bank,7172306,629653,221616
981350,2021,Dickinson County Bank,17213,1684,0
981453,2021,Farmers State Bank of Hoffman,33248,3979,0
982142,2021,"Cecilian Bank, The",1294623,109489,0
982348,2021,Iowa State Bank,728627,92252,1704
982553,2021,Stockmens Bank,407475,39325,0
982937,2021,Sevier County Bank,424031,32816,350
983055,2021,First Bank Of Bancroft,26014,3896,0
983158,2021,Grant County State Bank,39201,4484,0
983457,2021,"Armed Forces Bank, National Association",1175666,171067,27668
983550,2021,Home State Bank,183442,18276,458
984258,2021,First National Bank & Trust Company of Ardmore,577104,55552,0
984351,2021,Farmers Bank & Trust,122868,10180,0
984379,2021,Altabank,3366383,322783,14152
984454,2021,Security State Bank of Kenyon,64637,6666,700
984650,2021,FARMERS & MERCHANTS BANK,7382,728,0
984856,2021,"Tipton Latham Bank, National Association, The",157731,16236,0
985451,2021,Exchange Bank and Trust Company,157800,15221,0
985479,2021,Wayne Savings Community Bank,592255,49320,861
986159,2021,First State Bank Of Le Center,97717,9985,0
986551,2021,THE FIRST NATIONAL BANK OF LE CENTER,148124,14066,0
986757,2021,Battle Creek State Bk,37206,4475,0
986935,2021,BANK OF ALAPAHA,217974,19644,0
987053,2021,Lake Area Bank,442475,44060,41368
987231,2021,Community State Bank,265004,25628,0
987259,2021,Sandhills State Bank,322497,25152,0
987352,2021,RAMSEY NATIONAL BANK,282169,36944,701
987576,2021,"The Liberty Savings Association, Fsa",30770,6585,0
987651,2021,Garden Plain State Bank,129080,16746,0
987848,2021,Community State Bank,151161,14373,0
988144,2021,"Clare Bank, National Association",319658,34825,0
988153,2021,The Western State Bank,566889,62780,279
988256,2021,The First National Bank Of Mcintosh,29827,6931,0
988452,2021,First Bethany Bank & Trust,252739,23981,0
989141,2021,Iowa Falls State Bank,145606,16195,0
989347,2021,Cross County Bank,301090,34827,0
989534,2021,Wheeler County State Bank,106253,16863,0
989730,2021,Tower Community Bank,244822,21636,3105
989758,2021,Bankwest Of Kansas,145549,14081,0
989851,2021,Bank of Maple Plain,102691,11741,0
990053,2021,Security State Bank of Marine,173813,16420,0
990352,2021,United Bank & Trust,740679,79482,0
990642,2021,The First National Bank of Allendale,287870,28403,1616
991078,2021,Boonville FSB,59871,5061,0
991135,2021,The State Bank Of Geneva,96618,8499,0
991340,2021,1st Source Bank,7319441,805556,12885
991359,2021,First Missouri Bank of SEMO,227762,18152,0
991555,2021,"Citizens National Bank, The",207688,19414,0
991621,2021,Citizens Bank and Trust Company,492862,58317,0
991854,2021,PEOPLES STATE BANK,18317,1545,0
992851,2021,STOCK GROWERS BANK,291588,26227,0
993250,2021,First Community Bank,178158,17360,1381
994435,2021,United Bank,972073,80101,2818
994770,2021,"Milford Building And Loan Association, Sb",31029,2826,12
995076,2021,Cache Valley Bank,2618593,192455,20790
995272,2021,Hatboro Federal Savings,562330,122733,0
995517,2021,"The Peoples Bank of Kentucky, Inc",347022,39115,0
995571,2021,South Georgia Bank,199974,21328,0
995674,2021,SSB Community Bank,130675,9855,0
995955,2021,Kress National Bank,47655,5034,0
996260,2021,CTBC Bank Corp. (USA),3904185,551160,2601
997052,2021,"First State Bank, The",408969,34171,8133
997155,2021,Baldwin State Bank,91360,9137,0
997557,2021,First State Bank Of Harvey,91660,8826,0
997650,2021,Central Bank of Moberly,227538,17168,846
997847,2021,Bank Of Prairie Du Sac,569369,74849,3370
998358,2021,Howard State Bank,63774,6458,0
998648,2021,Elkton Bank & Trust Company,155834,19066,0
998657,2021,The Farmers Bank,76480,8307,0
998844,2021,Peoples Bank,732315,77480,3461
999355,2021,GARY STATE BANK,16336,2169,0
999935,2021,First Century Bank,468718,41690,702
1000052,2021,Washington County Bank,485115,46746,1217
1000100,2021,East Boston Savings Bank,6619632,719372,8224
1000276,2021,The Pittsfield Co-operative Bank,365375,45307,0
1000641,2021,Citizens State Bank of New Castle,691918,60979,0
1000856,2021,BAXTER STATE BANK,26277,5083,0
1000959,2021,Eagle Bank,190617,23235,0
1001059,2021,Security Bank And Trust Company,684734,58539,0
1001152,2021,International Bank of Commerce -Laredo,10517055,1295437,7797
1001639,2021,PARKWAY BANK AND TRUST COMPANY,2869245,297527,0
1001648,2021,CARROLLTON BANK,2651275,173246,74742
1001817,2021,Inez Deposit Bank,152951,11680,0
1001853,2021,CITIZENS BANK,251531,29572,670
1002355,2021,Saints Avenue Bank,127070,8616,0
1002373,2021,Savers Bank,651519,68576,0
1002458,2021,Sicily Island State Bank,64892,8696,0
1002878,2021,NORTHWEST BANK,13958775,1354028,58786
1002953,2021,American Bank,133547,13708,0
1003455,2021,Astra Bank,370781,29519,546
1003558,2021,Grand Rapids State Bank,273819,24250,1864
1003839,2021,M C Bank & Trust Company,335176,72932,0
1003950,2021,The Bank of Orrick,41154,3473,0
1004256,2021,BUTTE STATE BANK,48934,5297,0
1004470,2021,Hometown Bank,1206804,111878,0
1005075,2021,Dearborn Federal Savings Bank,269776,77749,0
1005552,2021,Valley State Bank,159267,19224,0
1005655,2021,Red River State Bank,105375,9405,0
1005851,2021,Cedar Rapids State Bank,52947,4868,4329
1006148,2021,Farmers State Bank,1039730,123113,0
1006157,2021,Farmers State Bank of Hamel,170432,15726,310
1006513,2021,Bank Of The Bluegrass And Trust Co.,290726,33641,1154
1006559,2021,Bank Star,152388,13560,0
1006652,2021,Franklin State Bank & Trust Company,203378,16346,0
1007015,2021,Central Bank & Trust Company,3269024,325547,23364
1007051,2021,TPNB Bank,89908,12970,0
1007154,2021,Progressive Bank,729741,62856,859
1007417,2021,"First National Bank And Trust Company,The",1146698,101944,0
1007734,2021,Barwick Banking Company,33345,11625,0
1007752,2021,Farmers State Bank of Hartland,170489,20642,0
1007819,2021,The Fidelity Deposit and Discount Bank,1704588,148879,29786
1007846,2021,First Midwest Bank,20730793,1561968,44965
1007873,2021,Cross County Savings Bank,532681,52818,0
1007930,2021,Iroquois Farmers State Bank,131672,10806,0
1007958,2021,Clarkson Bank,63208,8251,0
1008076,2021,Haddon Savings Bank,382930,34986,0
1008151,2021,Bendena State Bank,78324,7133,0
1008209,2021,NATIONAL IRON BANK,196618,15070,0
1008432,2021,MERCHANTS AND,324768,24540,0
1008450,2021,Community State Bank,36538,3345,0
1008553,2021,Commercial Bank of Mott,113560,16044,0
1008674,2021,Reading Co-Operative Bank,649197,58189,0
1008955,2021,Valley Premier Bank,125236,11913,0
1009242,2021,Btc Bank,657572,83782,480
1009354,2021,Security Bank of Kansas City,3416169,445042,1077
1009756,2021,Guaranty State Bank & Trust Co.,329515,39086,0
1009840,2021,MAYNARD SAVINGS BANK,65399,9352,0
1010015,2021,CITIZENS BANK COMPANY,276650,31143,0
1010574,2021,AMERICAN COMMUNITY BANK OF INDIANA,262108,23561,1982
1011432,2021,"MOUNTAIN VALLEY BANK, N. A.",172228,21553,0
1011526,2021,City National Bank Of West Virginia,5693218,482753,0
1011553,2021,FIRST BANK OF BELOIT,101696,10963,0
1011638,2021,Primesouth Bank,880195,78980,649
1011656,2021,"Stearns Bank Of Holdingford, National Association",102791,17666,0
1011852,2021,The Culbertson Bank,14518,2064,0
1011955,2021,First United Bank,299131,28913,0
1012251,2021,First State Bank & Trust Company,518391,79117,0
1012457,2021,Rolette State Bank,43870,3650,0
1012671,2021,NVE Bank,712414,113879,0
1013070,2021,Norwood Cooperative Bank,629954,88190,881
1013650,2021,State Bank Of Bern,107607,16239,0
1013744,2021,PEOPLES SAVINGS BANK,45635,4815,0
1013856,2021,PANOLA NATIONAL BANK,125633,12516,0
1014059,2021,SOUTHWEST BANK OF WEATHERFORD,73230,9869,0
1014125,2021,Bank of Charles Town,620438,64561,2713
1014246,2021,Cedar Valley Bank & Trust,87676,6776,0
1014255,2021,State Bank of Jeffers,34000,3685,0
1014376,2021,Citizens Savings Bank,252747,35714,0
1014451,2021,American Exchange Bank,54805,5725,0
1014554,2021,State Bank of Bottineau,85059,7866,0
1014657,2021,New Era Bank,430990,40015,0
1014853,2021,Citizens Bank Of Kansas,462774,38102,184
1015243,2021,Central Bank of Lake of the Ozarks,1028058,80952,6184
1015252,2021,Lea County State Bank,463556,40887,3014
1015270,2021,Home Bank SB,368772,43423,1189
1015458,2021,Global Innovations Bank,29834,2552,0
1015467,2021,Crockett National Bank,757159,96745,116696
1015560,2021,"Industrial And Commercial Bank Of China (Usa), National Association",2900250,392372,0
1015832,2021,Bank Of Early,161194,16024,0
1015841,2021,Community Bank & Trust Company,267331,21707,0
1015850,2021,Lake Elmo Bank,490920,40453,9997
1016174,2021,Ozarks Federal Savings And Loan Association,257996,37858,0
1016231,2021,Mountain Commerce Bank,1109947,112919,418
1016259,2021,The Bennington State Bank,871894,90825,0
1016558,2021,Generations Bank,43450,4132,0
1016718,2021,JACKSON COUNTY BANK,157928,38619,0
1016848,2021,COUNTY BANK,106894,7858,0
1016857,2021,Citizens Bank of Las Cruces,762020,74552,11565
1016941,2021,INTERCITY STATE BANK,229104,43816,3025
1017425,2021,The Killbuck Savings Bank Company,684605,62104,2028
1017555,2021,First Community Bank,73300,6881,0
1017564,2021,Commercial State Bank,98613,7851,0
1017854,2021,The Farmers State Bank of Blue Mound,47306,8331,0
1017939,2021,United Community Bank,17766296,1625292,105433
1017957,2021,CENTER NATIONAL BANK,233954,23750,0
1018927,2021,1st Security Bank of Washington,2113056,215887,166448
1157415,2021,State Bank of Texas,976977,161388,0
1158878,2021,Charlotte State Bank & Trust,473998,42542,0
1160509,2021,PREMIER BANK OF THE SOUTH,262437,20505,0
1161216,2021,Northmark Bank,431578,50310,547
1162017,2021,United Security Bank,1091479,122112,0
1163283,2021,Citizens Bank & Trust Inc.,115746,11946,0
1169650,2021,Amerasia Bank,755826,93099,0
1176881,2021,Beal Bank,1751102,471387,0
1176920,2021,Community State Bank,73443,5687,0
1186965,2021,Englewood Bank & Trust,407177,33958,0
1187001,2021,InterBank,3519638,385461,6138
1187551,2021,The Bankers Bank of Kentucky,97355,15881,0
1188772,2021,FIRST COMMUNITY BANK OF TENNESSEE,809639,100196,331852
1188987,2021,Peoples Independent Bank,366547,30840,0
1190476,2021,ENTERPRISE BANK & TRUST,9727577,913170,13564
1191352,2021,Waycross Bank & Trust,211721,21576,0
1211371,2021,Saratoga National Bank & Trust Company,815782,71172,6271
1216022,2021,Synchrony Bank,85303000,11821000,5000
1216321,2021,Republic First Bank Dba Republic Bank,5056197,285316,53370
1216826,2021,Silvergate Bank,5586115,261791,865961
1218446,2021,Bankers' Bank Of Kansas,234870,28995,0
1222519,2021,First Metro Bank,822233,83032,8281
1222948,2021,Prairie State Bank & Trust,763186,83536,10266
1225752,2021,Commercial Bank,257068,18307,2225
1225761,2021,Wells Fargo National Bank West,22031369,1887097,18666
1225798,2021,PORT RICHMOND SAVINGS,98425,15845,0
1228034,2021,First Bank & Trust Company,623901,97213,386
1229198,2021,THE UNIVERSITY NATIONAL BANK OF LAWRENCE,85646,7496,222
1293078,2021,Peoples Bank,157132,15139,0
1356768,2021,Enterprise Bank and Trust Company,4014324,378183,371
1369870,2021,FIRST FINANCIAL TRUST NATIONAL ASSOCIATION,11146,7658,0
1386251,2021,Bancfirst,8195430,826478,53719
1387203,2021,Liberty Bank Minnesota,277058,32227,15788
1387605,2021,Northwest Bank,2012120,171344,27945
1390324,2021,Standing Stone Bank,107034,9822,0
1391778,2021,Comenity Bank,10125921,1910096,0
1394621,2021,METRO BANK,875053,119225,3750
1394676,2021,AMERICAN EXPRESS NATIONAL BANK,132754617,14616678,0
1396764,2021,Berkshire Bank,673236,123233,0
1397471,2021,BANK OF LITTLE ROCK,252955,24530,59807
1402384,2021,North Alabama Bank,132975,12610,0
1404481,2021,Bank of the Lowcountry,254536,26042,0
1404883,2021,BURLING BANK,197823,17411,0
1412619,2021,1st Constitution Bank,1806352,167067,29782
1412712,2021,"Community West Bank, National Association",975264,87417,31229
1414819,2021,HELM BANK USA,880839,101388,0
1416279,2021,"Prudential Bank And Trust, Fsb",23680,19783,0
1418255,2021,TUSTIN COMMUNITY BANK,83782,11011,0
1429028,2021,"Keystone Bank, National Association",338692,29921,0
1435092,2021,Texas National Bank,154908,14565,0
1436071,2021,Drummond Community Bank,838524,84974,10185
1436204,2021,BANK OF MARIN,2911909,309032,0
1439456,2021,Rockwood Bank,282908,28240,5007
1440117,2021,Community First Bank,543716,45937,14569
1443266,2021,"Bank of America California, National Association",24583000,2120000,0
1444021,2021,"BlackRock Institutional Trust Company, N.A",4311553,740009,0
1445943,2021,"WHITAKER BANK, INC",1826151,228072,901
1447639,2021,Weststar Bank,2370542,219047,0
1456501,2021,"MORGAN STANLEY BANK, N.A.",175627000,17238000,8053000
1458608,2021,Gulf Coast Bank And Trust Company,2296578,183370,31673
1459717,2021,FCB BANKS,1971194,159823,84077
1459735,2021,COUNTY BANK,494524,51125,52
1459799,2021,First Peoples Bank,229017,18924,0
1462986,2021,Asian Pacific National Bank,56578,9979,0
1469677,2021,"Heritage Bank, Inc.",1278325,95698,0
1470150,2021,First Farmers & Merchants National Bank Fairmont,162948,15252,459
1474309,2021,Community Bank & Trust - Alabama,49801,3893,0
1478231,2021,CORNERSTONE COMMUNITY BANK,228089,21471,0
1479470,2021,Woodlands Bank,502135,48169,0
1481745,2021,Premier Bank Minnesota,301696,29652,247
1481754,2021,Premier Bank Rochester,257013,22669,1458
1492817,2021,FIRST KANSAS BANK,231962,17655,0
1493319,2021,"Gateway Bank, F.S.B.",179697,14496,0
1494482,2021,Sound Banking Company,80490,5202,0
1494914,2021,Shinhan Bank America,1765471,209048,0
1629903,2021,"Associated Trust Company, National Association",65954,36085,0
1718188,2021,Northrim Bank,2105177,178532,146178
1718469,2021,Colorado Federal Savings Bank,2001944,237743,254949
1820979,2021,"The Trust Comany of Toledo, N.A.",4216,3652,0
1826382,2021,The Morris Plan Company Of Terre Haute,120835,28703,0
1836701,2021,ENTERPRISE BANK,406422,35637,4466
1842065,2021,CIBC Bank USA,44130834,3979341,44326
1852569,2021,"Anz Guam, Inc.",391571,47347,0
1862719,2021,First Bank and Trust,1172581,105125,19538
1863097,2021,Ledyard National Bank,683445,54265,0
1864197,2021,OAK VALLEY COMMUNITY BANK,1511435,117978,0
1867983,2021,Citizens First Bank,3110409,335282,38502
1872941,2021,Arbor Bank,484834,34704,15958
1872996,2021,Monona Bank,1072161,98376,2014
1879016,2021,Today's Bank,276272,24554,0
1883321,2021,"First American Trust, FSB",4382687,344752,0
1885932,2021,Crescent Bank & Trust,919745,144407,0
1890525,2021,Unity Bank,1951990,177093,9335
1892154,2021,First National Bank of Coffee County,310313,27161,0
1893049,2021,"Charles Schwab Premier Bank, SSB",31550000,1621000,0
1914421,2021,Rock Canyon Bank,665184,61152,0
1917301,2021,"Lake Forest Bank & Trust Company, N.A.",5931108,494957,0
1918344,2021,Preferred Bank,5145618,513887,0
1929247,2021,"South State Bank, National Association",37669996,3157098,290468
1940747,2021,Desjardins Bank N.A.,243701,32607,0
1945247,2021,United Bank of Philadelphia,55570,5245,12045
2002222,2021,Citizens Community Bank,276661,32734,320
2006024,2021,International Bank of Chicago,796525,80230,0
2007991,2021,CITIZENS COMMUNITY BANK,450759,47455,2634
2009605,2021,STARION BANK,1606710,156669,3143
2010722,2021,Village Bank,402677,28691,583
2037185,2021,First Community Bank of East Tennessee,183245,20757,0
2044811,2021,"Wheaton Bank & Trust Co., N.A.",2597424,199134,0
2044820,2021,Community Bank of Elmhurst,180371,15814,0
2051127,2021,AMERICAN NATIONAL BANK-FOX CITIES,332216,43406,0
2059990,2021,Priority Bank,102559,8827,16398
2068107,2021,Capital Community Bank,481437,54654,6498
2078290,2021,Columbia State Bank,16577223,1411834,26481
2107181,2021,Fds Bank,191276,94435,511
2107341,2021,First Community Bank Of The Ozarks,130623,13251,0
2119773,2021,"Hinsdale Bank & Trust Company, N.A.",4002593,323207,0
2121196,2021,"TD Bank USA, NA",29205488,2891572,0
2122997,2021,CREDIT FIRST NATIONAL ASSOCIATION,30309,28883,0
2123930,2021,The Bank Of Milan,89405,7035,0
2132594,2021,Catskill Hudson Bank,571605,39194,0
2132941,2021,The National Bank of Indianapolis,2832775,198048,0
2140348,2021,"Allied First Bank, SB",146338,18000,8127
2142155,2021,Quad City Bank And Trust Company,2165764,191693,0
2163477,2021,"Raymond James Trust, NA",43563,37548,0
2164111,2021,Wisconsin River Bank,161433,16758,0
2182786,2021,"Goldman Sachs Bank, USA",271652000,30656000,6483000
2193616,2021,"Raymond James Bank, NA",31580477,2340136,208590
2209553,2021,Heritage Bank of Commerce,4632230,428109,1699
2218443,2021,Frontier Bank,252717,21234,0
2232757,2021,Charlevoix State Bank,251734,20272,2109
2233875,2021,"Natbank, National Association",191229,31437,0
2236821,2021,"Patriot Bank, National Association",880903,87844,1217
2239288,2021,"Wintrust Bank, N.A.",8300542,728787,0
2253891,2021,Capital One Bank USA-National Association,108388248,19924434,0
2262718,2021,"Synovus Trust Company, National Association",111485,81281,0
2265456,2021,"Wilmington Trust, National Association",6230392,630574,0
2297998,2021,EVERTRUST BANK,1000500,161731,0
2298995,2021,"Village Bank & Trust, N.A.",2183432,176868,0
2304636,2021,Community Bank,134993,13316,0
2305969,2021,Tnbank,265941,22598,2036
2316714,2021,PARK RIDGE COMMUNITY BANK,417094,47693,0
2317672,2021,First American State Bank,256261,24096,0
2325882,2021,"Deutsche Bank Trust Company, National Association",165067,140164,0
2328137,2021,First Community Bank,1396533,120385,45020
2328285,2021,"Private Trust Company, National Association, The",21115,17542,0
2329200,2021,Bay Bank,122797,16130,0
2332910,2021,First Commercial Bank (USA),766539,140146,360
2333140,2021,Neighborhood National Bank,112895,10398,1389
2337335,2021,"Umb Bank & Trust, National Association",3040,3039,0
2339599,2021,Capitol Bank,485077,52322,2180
2339795,2021,"Libertyville Bank & Trust Company, N.A.",1997144,169328,0
2339900,2021,Illinois Bank & Trust,1525503,121513,0
2343167,2021,PAN AMERICAN BANK & TRUST,368996,33684,0
2344753,2021,Thomasville National Bank,1226333,99236,2614
2349459,2021,FIRST BANK,459399,43383,489
2353595,2021,First Community Bank,3010560,277449,0
2354323,2021,Greater Community Bank,284215,25759,0
2354387,2021,Quantum National Bank,608173,61294,0
2354985,2021,Customers Bank,18434705,1254082,79086
2356091,2021,"First United Bank And Trust Company, Inc.",397391,41464,265
2358769,2021,BNC National Bank,1072775,117047,250083
2362458,2021,"Wells Fargo Bank South Central, National Association",5051061,736644,312386
2371816,2021,West Pointe Bank,288553,52318,0
2372774,2021,Summit Community Bank Inc.,3105212,279540,1998
2385514,2021,"The First, A National Banking Association",5145139,513453,21432
2390929,2021,Bank Of Ann Arbor,2212232,193767,4954
2391588,2021,ONB Bank,132909,14228,1390
2396592,2021,Peoples Bank of Seneca,274450,24485,2025
2396604,2021,BANK OF STAR VALLEY,312334,27541,0
2398701,2021,"Modern Bank, National Association",849228,77984,0
2434113,2021,Bank Rhode Island,3257744,239337,0
2451240,2021,Pacific Coast Bankers Bank,1315757,132800,0
2465881,2021,PLATTE VALLEY BANK - SCB,833722,74871,2704
2467670,2021,Applied Bank,183110,40004,0
2471239,2021,CFG Community Bank,1714351,180569,0
2482824,2021,GREAT PLAINS NATIONAL BANK,945007,93155,57282
2483120,2021,SURREY BANK & TRUST,431064,48634,0
2483438,2021,Community Bank Of The Bay,633952,61121,0
2489805,2021,"MORGAN STANLEY PRIVATE BANK, N.A.",119908000,8213000,11000
2490285,2021,FIRST NATIONAL BANK,89339,8771,0
2497181,2021,PLANTERS BANK INC.,1289309,143790,599
2502656,2021,USAA Savings Bank,1864776,348455,0
2502825,2021,Dsrm National Bank,4055,3357,0
2505424,2021,Wolf River Community Bank,247144,27669,0
2505451,2021,The Citizens Bank of Georgia,410948,39340,0
2505460,2021,THE BANK,314455,31816,0
2506328,2021,CACHE BANK & TRUST,111161,13366,0
2508751,2021,"Barrington Bank & Trust Company, N.A.",3620042,362326,1272102
2512347,2021,CITIZENS COMMERCE BANK,299123,28268,2361
2515320,2021,Fortis Private Bank,942759,86542,1804
2524797,2021,Investors Community Bank,1468929,197056,35976
2529176,2021,Security National Bank of South Dakota,260969,25475,243
2531562,2021,1st Equity Bank,140169,21934,0
2531991,2021,"Wells Fargo Delaware Trust Company, National Association",233017,230800,0
