idrssd,year,bank_name,assets_c,tier1_capital_c,total_loans_c
272272,2022,Southern Bank,2905965,300057,745
272302,2022,Institution for Savings,4534739,548618,0
273336,2022,The Bank Of Tampa,3234599,232538,0
273550,2022,"Citizens State Bank, The",492059,49204,0
273653,2022,Concorde Bank,75543,6555,0
273662,2022,First State Bank Of Uvalde,2035137,197842,0
273840,2022,Community First Bank Of The Heartland,256167,21704,206
273859,2022,Farmers and Merchants Bank,19861,2101,0
274025,2022,Mt. Victory State Bank,22754,2040,0
274052,2022,"Farmers and Merchants Bank of Mound City, Kansas",48728,3227,0
274548,2022,Northwestern Bank,247685,29156,0
274829,2022,TruPoint Bank,552432,52488,0
274856,2022,Citizens State Bank Of Arlington,129381,14906,0
275255,2022,"BANNER CAPITAL BANK, INC.",227780,22712,4418
275358,2022,American Bank & Trust,1319953,125691,2657
275479,2022,Commonwealth Cooperative Bank,200332,29780,0
275657,2022,FIRST STATE BANK,83684,12709,0
276074,2022,Seneca Savings,215022,24115,0
276159,2022,Southwind Bank,167764,16502,0
276551,2022,The First National Bank of Hugo,145093,14094,0
276579,2022,"Zions Bancorporation, National Association",93199669,6507516,82572
276645,2022,American State Bank,272429,26586,0
276654,2022,First Farmers & Merchants State Bank Brownsdale,89837,14795,0
276850,2022,SECURITY FIRST BANK,1463879,112173,2229
276953,2022,COMMUNITY BANK,62083,8356,0
277240,2022,First Nation Bank,484194,53148,0
277277,2022,SSB Bank,234936,19922,0
277679,2022,Interstate Federal Savings and Loan Association of McGregor,8134,1677,0
277736,2022,PEOPLES BANK OF THE SOUTH,195544,22698,0
277820,2022,Palmetto State Bank,709001,77785,526
278256,2022,"The Farmers State Bank of Oakley, Kansas",195367,26720,0
278555,2022,"Stride Bank, N.A.",2216048,150509,21805
278733,2022,The Citizens Bank Of Cochran,128146,13698,0
278751,2022,"WESTERN NATIONAL BANK, CASS LAKE",33566,3020,0
278818,2022,Peoples Security Bank And Trust Company,3366863,310102,408
278872,2022,Eagle Savings Bank,174667,26102,2809
279105,2022,Florence Bank,1925745,188130,0
279842,2022,River Bank,1052811,93254,0
279954,2022,Citizens Alliance Bank,1056226,89881,0
280110,2022,KeyBank National Association,183977708,15143268,2729237
280138,2022,West Central Georgia Bank,150386,35330,0
280352,2022,FIRST BANK,92888,9675,0
280558,2022,The First National Bank Of Cokato,107231,7311,0
282075,2022,Washington Financial Bank,1576440,172648,0
282226,2022,Farmers And Merchants Bank Of South Carolina,493821,48854,0
282824,2022,Elderton State Bank,334278,38644,0
283157,2022,State Bank of Danvers,65661,6647,0
283438,2022,Liberty Bank And Trust Company,971730,83784,3937
283652,2022,"Triad Bank, National Association",196400,21755,771
283737,2022,First National Bank of Tennessee,1265509,99764,0
283867,2022,Wallis Bank,1111138,104574,0
284154,2022,Oklahoma Capital Bank,152869,12778,0
284239,2022,BANK OF PERRY COUNTY,209539,18110,0
284556,2022,Stockmans Bank,425611,37040,0
284752,2022,Northwoods Bank Of Minnesota,150883,14267,0
284958,2022,FIRST STATE BANK,42688,5283,0
285151,2022,"Colorado Bank & Trust Company Of La Junta, The",185568,20794,0
285348,2022,State Bank,287994,30620,0
285544,2022,Capitol National Bank,221210,18971,0
285553,2022,THE SECURITY STATE BANK,61138,7681,0
285740,2022,"Paducah Bank And Trust Company, The",822330,100480,1985
285777,2022,Nokomis Savings Bank,32622,5011,0
285852,2022,FIRST OPTION BANK,608633,47836,0
285928,2022,Peoples Bank The,408395,38895,365
286251,2022,Bank of Vici,37853,4456,0
286457,2022,Park State Bank,1144580,91020,1629
286840,2022,State Savings Bank,74732,9244,0
287007,2022,The Putnam County National Bank of Carmel,192362,36505,0
287342,2022,The Readlyn Savings Bank,141679,24086,0
287856,2022,THE AMERICAN BANK,35297,3225,0
287922,2022,The Peoples Savings Bank,68567,8157,0
287959,2022,Kansas State Bank,196785,15112,0
288152,2022,FIRST NATIONAL BANK OF FREDERICK,33868,3056,0
288376,2022,Pinnacle Bank,339508,33672,0
288853,2022,FIRSTBANK,28788779,1936469,10647
289056,2022,"Northern Interstate Bank, National Association",192455,16830,0
289225,2022,The Union Banking Company,60327,6133,0
289515,2022,Farmers And Merchants Trust Company Of Chambersburg,1773423,149087,2827
289702,2022,Norway Savings Bank,1757254,229626,0
289739,2022,GUARANTY BANK & TRUST COMPANY,284571,31583,0
289757,2022,Merchants State Bank,222439,27603,0
290249,2022,Waukesha State Bank,1478406,145555,9030
290838,2022,Merit Bank,194230,17167,0
290922,2022,THE NATIONAL BANK OF ADAMS COUNTY,104715,9828,0
291059,2022,Bank of Hydro,140452,15910,0
291330,2022,First Bank,122664,10230,0
291376,2022,Jackson Federal Savings & Loan Association,39300,9073,0
291611,2022,Hamlin Bank and Trust Company,462841,92510,0
291732,2022,Farmers & Merchants Bank,114490,19291,0
292234,2022,FIRST FINANCIAL BANK,237133,19538,0
292467,2022,POINTWEST Bank,133442,11467,0
292850,2022,FIRST NATIONAL BANK OF WAKEFIELD,62090,5028,0
292908,2022,"Evans Bank, NA",2195407,200420,99
293053,2022,COMMUNITY NATIONAL BANK,1699576,157044,2025
293352,2022,Adrian State Bank,62281,5657,0
293437,2022,The Citizens Bank of Winfield,314022,55881,0
293651,2022,Campbell County Bank,154688,20824,0
293754,2022,State Bank Of Southwest Missouri,181131,10519,144
294023,2022,First State Bank,807803,74409,487
294564,2022,First Bank & Trust,2880699,263096,21640
294751,2022,"The City National Bank And Trust Company Of Lawton, Oklahoma",439366,52581,0
294779,2022,TIMBERLAND BANK,1828416,192340,3700
294827,2022,"Pioneer Community Bank, Inc.",144519,18400,0
295011,2022,Greenville National Bank,589244,56789,1867
295057,2022,SECURITY BANK MINNESOTA,149442,14792,0
295646,2022,Farmers State Bank Of Medora,24772,3123,0
296456,2022,Firstbank,575740,50327,0
296474,2022,The Home Savings And Loan Company Of Kenton,173514,35396,559
296559,2022,Commercial Bank,423232,33972,0
296755,2022,Citizens State Bank,205135,18326,0
296858,2022,First National Bank of Lindsay,86162,9637,0
297051,2022,PATRIOTS BANK,170580,14700,284
297257,2022,Texas Bank Financial,759541,79482,11664
297631,2022,Crews Bank & Trust,224249,18311,0
297761,2022,Monterey County Bank,234080,20173,2530
298049,2022,IOWA STATE BANK,173540,18100,0
298218,2022,Watertown Savings Bank,995605,114811,1913
298245,2022,The City National Bank Of Metropolis,480534,56659,0
299868,2022,Community Commerce Bank,314862,56642,0
300009,2022,Passumpsic Savings Bank,880176,93625,11945
300063,2022,"NEW OMNI BANK, N.A.",559016,80202,0
300157,2022,Valley Exchange Bank,72250,7536,0
300353,2022,"Shamrock Bank, National Association",410270,42762,0
300456,2022,Piqua State Bank,35273,3507,0
300933,2022,Planters First Bank,375711,35396,0
300942,2022,Pioneer Bank,253663,20903,0
300960,2022,Bank Of Idaho,737519,69797,15768
301574,2022,Lake Shore Savings Bank,714033,84245,0
301800,2022,Ulster Savings Bank,1269160,114969,2725
302030,2022,Bank of Belle Glade,142528,10521,0
302133,2022,Camp Grove State Bank,23033,3352,0
302553,2022,Plains State Bank,245718,25450,276
302656,2022,MINNWEST BANK,2704195,223073,6323
303653,2022,FIRST STATE BANK OF BURNET,333086,35001,0
303701,2022,Wells River Savings Bank,222311,22267,0
303747,2022,The First Bank And Trust Company Of Murphysboro,84558,7882,305
303952,2022,Farmers Bank Of Northern Missouri,492449,55848,0
304173,2022,Marquette Savings Bank,1172608,177380,0
304520,2022,Chesapeake Bank & Trust Company,138765,11039,0
304575,2022,Sidney Federal Savings And Loan Association,18869,799,0
304762,2022,"Security State Bank, The",73447,6417,0
304913,2022,Deutsche Bank Trust Company Delaware,117879,111496,0
305059,2022,"First State Bank, The",55969,5052,0
305077,2022,Peru Federal Savings Bank,185541,23094,0
305237,2022,THE GEO. D. WARTHEN BANK,242699,18544,0
305442,2022,THE NEW WASHINGTON STATE BANK,485548,43344,0
306056,2022,"First National Bank Of Fleming, The",27903,2918,0
306140,2022,Security State Bank,95676,11203,0
306159,2022,American National Bank Of Minnesota,386972,35703,687
306337,2022,Casey State Bank,425206,39288,68
306908,2022,Jeff Bank,692752,66013,0
307062,2022,Farmers Bank,651824,79164,1186
307334,2022,Southern Bank,144609,17831,0
307361,2022,"AMERICAN BANK, NATIONAL ASSOCIATION",605322,51634,0
307679,2022,Bank Of The Pacific,1319331,115733,6104
307932,2022,Catlin Bank,83819,8390,0
308256,2022,CenBank,83785,5707,0
308340,2022,The Bath State Bank,248505,21413,161
308836,2022,Bank of Bourbonnais,87785,8098,0
309150,2022,The Missouri Bank,442464,45048,0
309655,2022,Regent Bank,964226,92380,4248
309851,2022,Root River State Bank,83330,8583,0
310754,2022,American Equity Bank,107113,12298,4965
310950,2022,First National Bank In Okeene,82820,14008,0
310978,2022,WaterStone Bank,2209533,378762,312738
311050,2022,American Heritage Bank,1540360,125501,0
311144,2022,Bank of Bearden,82379,6155,0
311256,2022,Granite Bank,147366,12741,302
311265,2022,The Yoakum National Bank,233268,31279,0
311603,2022,Dime Bank,1073883,122697,0
311658,2022,The First National Bank of Coleraine,110453,7745,0
311845,2022,ARVEST BANK,26774219,2223913,293909
311939,2022,Washington State Bank,281041,22835,0
312244,2022,First Bank Of Berne,1083278,87167,62
312356,2022,The Cornerstone Bank,179009,20635,0
313009,2022,The Upstate National Bank,247699,20293,0
313157,2022,"Seiling State Bank, The",145785,16750,0
313223,2022,OSGOOD STATE BANK,364046,33323,1452
313577,2022,Forward Bank,863320,71461,919
314257,2022,Deerwood Bank,1062979,83475,6696
314444,2022,Fordyce Bank & Trust Co.,210937,22254,0
315656,2022,First Enterprise Bank,205261,20946,0
316840,2022,Republic Bank & Trust Company,6088183,807653,52077
316859,2022,"Exchange Bank, The",144633,14814,0
316934,2022,Buckley State Bank,52366,5312,0
317258,2022,West Plains Bank And Trust Company,613910,51541,1910
317342,2022,Stock Yards Bank & Trust Co.,6639234,537257,8614
317379,2022,Home Federal Savings And Loan Association Of Grand Island,402951,40410,286
317650,2022,CITIZENS STATE BANK,64460,5668,0
318639,2022,Bank of Chestnut,21090,1848,0
318974,2022,First Federal Savings and Loan Association,2217917,229056,10217
319047,2022,"Riddell National Bank, The",273306,24862,410
319458,2022,The First National Bank,138797,10826,0
319551,2022,Security State Bank,371932,50847,0
320034,2022,PEOPLES BANK OF GREENSBORO,113871,8711,0
320052,2022,Legacy Bank,845145,53492,0
320070,2022,Valley Central Bank,153937,37141,1051
320119,2022,Israel Discount Bank Of New York,12951745,1150147,0
321152,2022,Lineage Bank,95098,17633,592
321255,2022,FIRST AMERICAN BANK,32947,3964,0
321273,2022,Affinity Bank,789797,83662,0
321330,2022,Farmers And Merchants State Bank Of Bushnell,90018,6883,0
321947,2022,FCN Bank N.A.,721883,65072,4496
322449,2022,COMMUNITY STATE BANK,98848,9832,595
322476,2022,WABASH SAVINGS BANK,10198,930,0
322551,2022,First Security Bank,45554,3505,0
323204,2022,"Lyons National Bank, The",1626303,138031,3361
323651,2022,Gilmer National Bank,251320,32476,0
324153,2022,First National Bank Of Giddings,275709,28528,0
324229,2022,"Waterford Commercial And Savings Bank, The",58744,7203,0
324256,2022,Oklahoma State Bank,59065,5882,0
324340,2022,Choiceone Bank,2363747,174587,9351
324854,2022,Bank Of Crockett,223671,19030,0
324863,2022,THE BANK OF COMMERCE,1847089,228549,1949
324975,2022,Dewitt Savings Bank,149696,16621,0
325141,2022,Farmers Bank,266414,40777,0
325459,2022,First State Bank In Temple,27550,5185,0
325534,2022,BYRON BANK,336312,32795,2689
326054,2022,Silver Lake Bank,378944,38602,0
326344,2022,Peoples State Bank of Newton,591547,56935,0
326858,2022,The First National Bank In Sioux Falls,1760455,187785,0
326979,2022,Greenfield Co-Operative Bank,807563,84599,0
327220,2022,Farmers State Bank,189515,12954,0
327305,2022,Katahdin Trust Company,939872,96321,0
327435,2022,United Southern Bank,847789,64145,0
327556,2022,ANCHOR D BANK,275263,28748,0
327855,2022,CIERA BANK,866556,79664,0
328058,2022,FIRST BANK OF THOMAS,50459,7532,0
328357,2022,"Titan Bank, N.A.",477362,38526,0
328656,2022,United Farmers State Bank,173004,19135,0
328777,2022,Penn Community Bank,2705521,321578,3490
329149,2022,Bank Plus,143051,12827,0
329345,2022,Generations Bank,706263,82666,2205
329550,2022,INSOUTH BANK,444605,38280,0
329952,2022,First National Bank of Granbury,908446,85215,938
330239,2022,FIRST NATIONAL BANK,388321,52144,0
330248,2022,FIRST NATIONAL BANK OF NOKOMIS,174248,18023,0
330855,2022,The Bank Of Missouri,2818411,274866,25343
330873,2022,Wakefield Co-operative Bank,268488,22211,247
330949,2022,"Morgantown Bank & Trust Company, Incorporated",257667,21404,0
331076,2022,First Federal Bank Of Wisconsin,357050,75554,500
331375,2022,BankGloucester,347946,27317,0
331544,2022,Richland County Bank,118767,19171,0
331713,2022,New Tripoli Bank,588687,62675,0
332224,2022,Mechanics & Farmers Bank,365178,43897,0
332345,2022,Oakdale State Bank,24098,2836,0
332402,2022,ENVISION BANK,802743,93288,44766
332671,2022,"Morganton Savings Bank, S.S.B.",118730,26184,0
332756,2022,ADAMS STATE BANK,61213,10321,0
333034,2022,State Bank of Cochran,254968,36020,0
333203,2022,UNION BANK,1204547,99144,13829
333650,2022,The Bank,415364,51813,0
333856,2022,Grandview Bank,396191,32956,0
333940,2022,The First National Bank of Okawville,79287,7912,0
334264,2022,FIRST COMMUNITY BANK,681374,55805,0
335346,2022,Partners Bank,351512,32368,0
336147,2022,"United Citizens Bank   Trust Company, Inc.",156505,15561,0
336361,2022,SANGER BANK,187932,26518,0
336576,2022,"The Equitable Bank, State Savings Bank",312324,35336,3136
336950,2022,Ashton State Bank,19706,1633,0
337340,2022,Heritage Bank of Schaumburg,162657,12885,0
338646,2022,TrustBank,292037,27599,0
338851,2022,CAMBRIDGE STATE BANK,91474,8774,0
338945,2022,1ST COMMUNITY BANK,69343,6787,0
339072,2022,"Colonial Savings, F.A.",1089286,82850,97531
339353,2022,First Security Bank - Canby,80763,9464,0
339456,2022,First Community Bank,605198,59674,4597
339607,2022,Saco & Biddeford Savings Institution,1156620,136648,305
339773,2022,Needham Bank,2917992,328315,0
339858,2022,"BOKF, NA",50093398,3871457,186175
339876,2022,First Federal Savings   Loan Association of Aberdeen,47267,7653,0
340135,2022,Bank of Tennessee,1784992,153973,3652
340144,2022,Peoples State Bank,1292601,114899,3061
340256,2022,21st Century Bank,630085,75463,0
340443,2022,FIRST NATIONAL BANK IN PINCKNEYVILLE,148449,14810,67
340742,2022,CIBM BANK,737465,71405,9859
340751,2022,First National Bank Of Albany/Breckenridge,659184,73476,0
341310,2022,Walden Savings Bank,821151,70012,0
342054,2022,Phelps County Bank,528783,34877,884
342362,2022,First National Bank of Shiner,1018159,107359,0
342410,2022,Orrstown Bank,2834012,255995,8868
342634,2022,Trustmark National Bank,17593319,1518599,275706
343051,2022,Bank Of Eufaula,117662,12669,0
343248,2022,FIRST NATIONAL BANK,35466,4907,0
343770,2022,NASHVILLE SAVINGS BANK,84196,9415,429
343903,2022,Adams Community Bank,890706,60586,0
343958,2022,Currie State Bank,84991,9240,0
344647,2022,"First Bankers Trust Company, National Association",1225398,98917,0
344852,2022,Perennial Bank,151735,11247,0
345309,2022,Chelsea Groton Bank,1591255,221312,299
345345,2022,"American Bank, National Association",402700,42270,402
345747,2022,State Bank,711234,60626,2699
345756,2022,"First State Bank Of St. Charles, Missouri",465517,72124,34130
345877,2022,Century Next Bank,552907,62461,1409
346379,2022,First Federal Community Bank Of Bucyrus,233973,19135,3382
346566,2022,First National Bank Of South Padre Island,87305,6918,0
346771,2022,First Federal Savings Bank of Champaign-Urbana,229944,18386,436
347022,2022,FIRST NATIONAL BANK OF SOUTH CAROLINA,270450,26997,0
347639,2022,Devon Bank,451130,29909,7024
347956,2022,"Vast Bank, N.A.",798322,84666,0
348159,2022,i3 Bank,186033,19284,877
348720,2022,Farmers and Merchants Bank,945608,84271,721
349129,2022,The Commercial Bank,262012,29853,0
349343,2022,Town And Country Bank Midwest,220252,23554,0
350572,2022,1St United Bank,197191,18806,260
350657,2022,1ST BANK IN HOMINY,47077,3763,0
350750,2022,North Valley Bank,225267,25279,0
351131,2022,Bank Of Brewton,54608,11086,0
351560,2022,Summit Bank,368827,38772,0
351878,2022,Aroostook County Federal Savings And Loan Association,176716,16944,0
352370,2022,Southern Hills Community Bank,178977,25125,0
352651,2022,Boc Bank,150331,12708,0
352745,2022,State Street Bank And Trust Company,298979,25102,777
352772,2022,Banner Bank,16798536,1428955,96487
353238,2022,Central State Bank,481122,47430,0
353546,2022,The First National Bank in Tremont,145990,15953,0
353555,2022,Amarillo National Bank,7872806,697823,13910
353957,2022,The First Farmers National Bank of Waurika,54522,9722,0
354057,2022,First National Bank of Alvin,184293,17684,0
354253,2022,Sunrise Bank Dakota,63442,7063,0
354310,2022,Univest Bank and Trust Co.,7100677,606033,21600
354552,2022,Community National Bank,629974,50483,0
354851,2022,The State Exchange Bank,84597,9773,0
355120,2022,Carolina Bank & Trust Company,749136,77033,0
355559,2022,Range Bank,529258,42402,0
355858,2022,First National Bank,1668615,309781,5434
356239,2022,Citizens State Bank,321282,36101,0
356659,2022,Solomon State Bank,195206,32283,0
356752,2022,The Citizens State Bank Of Ontonagon,106046,15245,0
357526,2022,Davis Trust Company,192828,18499,0
357553,2022,FIRST PIONEER NATIONAL BANK,241334,27594,0
357777,2022,GREENVILLE SAVINGS BANK,293536,37847,0
357937,2022,Citizens Bank And Trust Company,425755,43116,0
358112,2022,Commercial Bank,194934,19212,0
358448,2022,Mayville State Bank,110327,10051,0
358756,2022,Tampa State Bank,69347,6031,0
359472,2022,Homewood Federal Savings Bank,59640,16468,0
359650,2022,Alden State Bank,21961,2484,0
359744,2022,WHITE STATE BANK,47658,6161,0
360777,2022,"Jackson Savings Bank, SSB",35040,6920,0
361055,2022,Corefirst Bank   Trust,1218779,98420,0
361167,2022,Southside Bank,7254717,793271,1684
361279,2022,Community Bank,217148,17940,0
361354,2022,Grant County Bank,63710,9135,0
361439,2022,Andrew Johnson Bank,503835,48052,0
362043,2022,The Exchange State Bank,52997,4520,0
362155,2022,The First National Bank of Anderson,222488,20373,0
362717,2022,THE CROGHAN COLONIAL BANK,1109448,113809,0
362856,2022,"The Big Bend Banks, N.A. Dba Marfa National Bank",175150,23580,0
362940,2022,State Bank of St. Jacob,86689,11326,0
363442,2022,SAINTE MARIE STATE BANK,15309,3078,0
363648,2022,Security Trust & Savings Bank,283371,23965,0
363657,2022,The First National Bank Of Bemidji,979144,95906,0
363778,2022,Peoples First Savings Bank,68860,8574,0
364131,2022,Great Oaks Bank,290284,27612,0
364270,2022,"Bankpacific, Ltd.",192265,18264,975
364430,2022,Bank of St. Francisville,223587,19702,0
